,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,RedElo,BlueElo
667,Nathaniel Wood,Andre Fili,-210.0,180.0,47.619,180.0,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Featherweight,MALE,3,0,1,0,3.88,0.37,0.2,2.15,0.43,2,8,46,0,0,3,4,3,0,0,10,Orthodox,180.34,187.96,145,0,2,0,5.75,0.51,0.5,1.56,0.48,3,2,22,0,0,0,3,0,3,0,6,Orthodox,167.64,175.26,145,30,33,0,-1,-1,4,6,24,0,3,-3,12.7,12.7,3,-1.87,-0.3,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,110.0,330.0,700.0,2000.0,450.0,600.0,1071.6262842398014,1038.667042747086
668,Paul Craig,Andre Muniz,200.0,-240.0,200.0,41.6667,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Middleweight,MALE,3,1,0,0,1.97,0.5,1.2,4.23,0.5,7,1,16,0,0,0,3,0,4,0,7,Southpaw,185.42,198.12,185,2,0,1,2.45,0.46,1.6,1.68,0.2,4,6,27,0,0,0,0,2,6,0,8,Orthodox,190.5,193.04,185,35,33,-1,0,3,-1,-5,-11,0,-2,-2,-5.08,5.08,-2,-0.48,-0.4,2.55,,14.0,,,,,,,9.0,,,,,,,,,,,,,,14.0,,,,,,,Blue,KO/TKO,Elbows,2.0,4:40,580.0,750.0,330.0,350.0,150.0,1100.0,400.0,1038.4236900600151,1079.841057829657
669,Jai Herbert,Fares Ziam,150.0,-175.0,150.0,57.1429,2023-07-22,"London, England, United Kingdom",United Kingdom,Blue,False,Lightweight,MALE,3,0,1,0,2.7,0.48,0.2,0.81,0.23,2,2,13,0,1,0,2,0,0,0,3,Orthodox,185.42,190.5,155,0,1,1,3.16,0.42,0.0,0.5,0.23,1,3,14,0,0,0,1,1,0,0,2,Orthodox,185.42,195.58,155,35,26,0,0,1,1,-1,-1,0,-1,0,0.0,-5.08,-9,-0.46,0.2,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,300.0,180.0,1800.0,700.0,450.0,275.0,995.4524689194143,1021.2155885879832
670,Lerone Murphy,Josh Culibao,-140.0,120.0,71.4286,120.0,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Featherweight,MALE,3,0,3,1,3.41,0.44,0.3,0.0,0.0,3,1,13,0,0,1,1,0,1,0,3,Orthodox,177.8,185.42,145,0,4,1,5.01,0.54,0.6,1.59,0.52,4,0,12,0,0,1,1,2,0,0,4,Orthodox,175.26,185.42,145,32,29,0,-1,-1,-1,1,1,0,-2,1,2.54,0.0,-3,-1.6,-0.3,-1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,140.0,275.0,1800.0,1200.0,380.0,400.0,1079.4295944092262,1059.9709763526284
671,Davey Grant,Daniel Marcos,130.0,-150.0,130.0,66.6667,2023-07-22,"London, England, United Kingdom",United Kingdom,Blue,False,Bantamweight,MALE,3,0,2,0,5.94,0.52,0.0,0.25,0.5,2,0,5,0,0,0,1,1,0,0,2,Orthodox,170.18,175.26,135,0,2,0,4.77,0.42,0.2,1.26,0.41,3,5,29,1,0,1,1,3,1,0,6,Orthodox,172.72,175.26,135,37,30,0,0,-1,-4,-5,-24,-1,-2,-1,-2.54,0.0,-7,1.17,-0.2,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,330.0,200.0,700.0,1800.0,400.0,240.0,1035.5475095042034,1018.8564326140447
672,Danny Roberts,Jonny Parsons,-140.0,120.0,71.4286,120.0,2023-07-22,"London, England, United Kingdom",United Kingdom,Blue,False,Welterweight,MALE,3,0,1,0,4.65,0.44,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,170,2,0,0,3.18,0.39,0.2,0.24,0.09,2,6,27,0,0,2,1,3,1,0,7,Southpaw,185.42,187.96,170,36,31,-2,1,-1,-6,-6,-24,0,-3,-1,-10.16,-12.7,-5,1.47,-0.2,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,4:57,597.0,275.0,650.0,1000.0,1400.0,225.0,175.0,1017.1533038619823,1000.0
673,Marc Diakiese,Joel Alvarez,160.0,-190.0,160.0,52.6316,2023-07-22,"London, England, United Kingdom",United Kingdom,Blue,False,Lightweight,MALE,3,1,0,0,4.39,0.52,1.2,0.0,0.0,4,2,10,0,0,0,0,2,2,0,4,Orthodox,190.5,195.58,155,1,0,0,2.54,0.4,0.0,3.29,0.43,3,6,34,0,0,0,5,2,0,0,7,Orthodox,177.8,185.42,155,30,30,0,0,1,-3,-4,-24,0,0,2,12.7,10.16,0,1.85,1.2,-3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,2.0,4:26,566.0,400.0,550.0,1800.0,120.0,450.0,400.0,1020.1966413654657,1039.6670748231863
674,Mick Parkin,Jamal Pogues,130.0,-150.0,130.0,66.6667,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Heavyweight,MALE,3,0,3,0,3.36,0.44,0.0,2.4,0.48,3,0,9,0,0,0,3,0,0,0,3,Orthodox,190.5,195.58,205,0,1,0,4.91,0.52,0.3,1.49,0.41,1,0,1,0,0,0,0,0,1,0,1,Orthodox,193.04,200.66,265,27,27,0,2,2,2,0,8,0,0,-1,-2.54,-5.08,0,-1.55,-0.3,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,700.0,200.0,550.0,900.0,380.0,250.0,1000.0,1019.7715617124356
675,Makhmud Muradov,Bryan Barberena,-325.0,270.0,30.7692,270.0,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Middleweight,MALE,3,2,0,0,5.35,0.48,0.3,0.13,0.22,3,8,42,0,0,1,3,4,1,0,9,Southpaw,182.88,182.88,185,2,0,0,4.21,0.43,0.2,3.03,0.66,3,2,14,0,0,0,1,2,0,0,3,Orthodox,187.96,190.5,185,33,34,0,0,0,6,6,28,0,2,1,-5.08,-7.62,1,1.14,0.1,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,165.0,800.0,900.0,2200.0,130.0,550.0,1015.9616120904816,1031.0062311535314
676,Ketlen Vieira,Pannie Kianzad,-155.0,135.0,64.5161,135.0,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,4.88,0.49,0.1,0.41,0.33,4,3,23,1,0,0,5,0,0,0,5,Orthodox,170.18,167.64,135,1,0,0,3.04,0.41,0.6,1.51,0.44,4,3,31,0,0,3,3,0,1,0,7,Orthodox,172.72,172.72,135,31,31,-1,1,0,-2,0,-8,1,0,-1,-2.54,-5.08,0,1.84,-0.5,-1.1,,7.0,4.0,,,,4.0,,,,,,,,,,,,,7.0,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,120.0,165.0,550.0,1800.0,1100.0,1200.0,1069.6898224600307,1045.51895337156
677,Chris Duncan,Yanal Ashmouz,-140.0,120.0,71.4286,120.0,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Lightweight,MALE,3,0,1,0,3.08,0.42,0.0,0.92,0.5,1,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,172.72,155,0,2,0,4.88,0.46,0.0,3.85,0.38,2,1,6,0,0,1,0,1,0,0,2,Orthodox,177.8,180.34,155,30,28,0,-1,-1,-1,-1,-5,0,0,0,-2.54,-7.62,-2,-1.8,0.0,-2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,300.0,,1000.0,,175.0,,1018.971806189973,1020.0
678,Shauna Bannon,Bruna Brasil,125.0,-145.0,125.0,68.9655,2023-07-22,"London, England, United Kingdom",United Kingdom,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,2.94,0.61,0.0,1.93,0.72,1,1,4,0,0,0,0,1,0,0,1,Orthodox,167.64,165.1,115,0,0,0,4.37,0.41,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,165.1,165.1,115,29,29,1,0,1,1,1,4,0,1,0,2.54,0.0,0,-1.43,0.0,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,180.0,150.0,1600.0,900.0,1100.0,350.0,1000.0,978.8931829918408
679,Jafel Filho,Daniel Barez,-110.0,-110.0,90.9091,90.9091,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Flyweight,MALE,3,1,0,0,3.8,0.53,1.6,4.07,0.31,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,1,0,0,2.36,0.41,2.6,1.77,0.33,1,1,6,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,125,30,34,0,0,-1,-1,0,-3,0,-1,0,-2.54,-5.08,4,1.44,-1.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,1.0,3:26,206.0,300.0,300.0,350.0,500.0,500.0,400.0,983.2510679299927,1000.0
680,Jack Della Maddalena,Bassil Hafez,-590.0,430.0,16.9492,430.0,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,0,0,4.23,0.39,0.0,3.0,0.24,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,5,0,6.74,0.53,0.2,0.21,0.16,5,0,7,0,0,0,1,3,1,0,5,Switch,180.34,185.42,170,26,31,0,-5,-5,-5,0,-7,0,-3,-1,0.0,-2.54,5,-2.51,-0.2,2.79,,,14.0,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,800.0,1300.0,750.0,950.0,-230.0,1100.0,1084.878572864913,1000.0
681,Ottman Azaitar,Francisco Prado,-104.0,-112.0,96.1538,89.2857,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,1,0,0,4.58,0.41,0.4,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,155,1,0,0,5.73,0.51,0.0,0.0,0.0,2,1,3,0,0,0,0,2,0,0,2,Switch,172.72,180.34,155,33,21,0,0,-2,-2,0,0,0,-2,0,5.08,-5.08,-12,-1.15,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:05,245.0,700.0,600.0,1600.0,500.0,165.0,240.0,1019.4268495644646,980.4772344253804
682,Albert Duraev,JunYong Park,130.0,-154.0,130.0,64.9351,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,3,0,4.53,0.5,1.1,1.83,0.5,3,2,19,0,1,1,2,0,2,0,6,Orthodox,177.8,185.42,185,0,1,0,2.99,0.4,0.6,1.97,0.29,2,1,9,0,0,1,1,0,1,0,3,Orthodox,180.34,190.5,185,34,32,0,2,1,3,1,10,0,0,1,-2.54,-5.08,-2,1.54,0.5,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,4:45,585.0,320.0,195.0,500.0,500.0,950.0,500.0,1021.1731916533399,1041.1640558231231
683,Norma Dumont,Chelsea Chandler,-142.0,120.0,70.4225,120.0,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Women's Featherweight,FEMALE,3,0,1,0,3.53,0.45,0.0,0.91,0.6,1,0,1,0,0,0,0,1,0,0,1,Southpaw,172.72,172.72,135,0,2,0,3.11,0.49,0.0,1.91,0.68,3,2,21,0,0,1,4,0,0,0,5,Orthodox,170.18,170.18,135,32,32,0,-1,-2,-4,-2,-20,0,1,0,2.54,2.54,0,0.42,0.0,-1.0,,,,,,,13.0,,,,,,,,,,,,,15.0,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,120.0,300.0,950.0,1100.0,950.0,440.0,1062.0804171586926,1017.2939417035863
684,Nazim Sadykhov,Terrance McKinney,-162.0,136.0,61.7284,136.0,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,4.53,0.5,1.0,3.45,0.36,2,3,8,0,0,0,0,1,2,0,3,Switch,177.8,185.42,155,0,2,0,4.94,0.48,0.3,1.71,0.62,2,0,6,0,0,0,0,2,0,0,2,Southpaw,177.8,175.26,155,29,28,1,-2,0,1,3,2,0,-1,2,0.0,10.16,-1,-0.41,0.7,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,1:07,367.0,850.0,1600.0,1000.0,460.0,115.0,260.0,1018.7942616893253,1017.1045146610282
685,Tucker Lutz,Melsik Baghdasaryan,126.0,-148.0,126.0,67.5676,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,1,0,0,5.28,0.61,0.0,0.0,0.0,3,1,10,0,0,0,2,1,0,0,3,Southpaw,175.26,177.8,145,2,0,0,3.74,0.46,0.2,1.99,0.44,3,2,14,0,0,0,3,0,0,0,3,Orthodox,172.72,182.88,145,29,31,-1,0,0,0,-1,-4,0,1,0,2.54,-5.08,2,1.54,-0.2,-1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,280.0,220.0,850.0,1800.0,700.0,220.0,979.2792889449252,1018.918448576386
686,Viktoriia Dudakova,Istela Nunes,-200.0,168.0,50.0,168.0,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,3,0,0,5.02,0.45,0.0,0.0,0.0,0,3,8,0,0,0,0,0,0,0,0,Orthodox,162.56,167.64,115,0,1,0,3.45,0.48,0.0,2.63,0.36,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,115,24,30,3,-1,-1,-1,3,5,0,0,0,-2.54,-2.54,6,1.57,0.0,-2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,1.0,0:34,34.0,210.0,350.0,230.0,1600.0,850.0,550.0,1000.0,941.5528919775359
687,Austin Lingo,Melquizael Costa,188.0,-225.0,188.0,44.4444,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,1,0,0,3.46,0.46,1.1,2.5,0.35,0,1,2,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,145,1,0,0,3.86,0.37,0.0,0.43,0.66,2,2,11,0,0,0,2,0,0,0,2,Orthodox,177.8,177.8,145,29,26,0,0,-2,-2,-1,-9,0,0,0,0.0,2.54,-3,-0.4,1.1,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,410.0,185.0,1800.0,400.0,600.0,350.0,1001.312678130839,982.0486553010553
688,Evan Elder,Genaro Valdez,-300.0,245.0,33.3333,245.0,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,2,0,0,4.08,0.3,0.4,1.54,0.44,1,2,6,0,0,0,0,1,0,0,1,Orthodox,175.26,182.88,155,2,0,0,5.02,0.49,0.6,0.63,0.2,0,2,6,0,0,0,0,0,0,0,0,Switch,177.8,182.88,155,26,31,0,0,1,1,0,0,0,1,0,-2.54,0.0,5,-0.94,-0.2,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,360.0,700.0,460.0,1300.0,135.0,550.0,960.2344870855229,961.2666793456062
689,Tyson Nam,Azat Maksum,320.0,-405.0,320.0,24.6914,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,0,0,2.8,0.23,0.5,2.0,0.22,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,177.8,125,1,0,0,3.87,0.33,0.0,0.0,0.0,2,4,15,0,0,0,0,3,0,0,3,Orthodox,170.18,172.72,125,39,28,-1,0,-2,-3,-4,-15,0,-3,0,0.0,5.08,-11,-1.07,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,600.0,230.0,2900.0,280.0,750.0,230.0,988.7940323829074,1000.0
690,Alexander Munoz,Carl Deaton,-210.0,176.0,47.619,176.0,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,1.53,0.31,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,155,2,0,0,3.7,0.42,0.0,3.0,0.4,1,2,9,0,0,0,1,0,0,0,1,Switch,175.26,182.88,155,33,33,-1,0,-1,-1,-1,-7,0,0,0,-5.08,-7.62,0,-2.17,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,110.0,310.0,650.0,700.0,600.0,1100.0,981.0190662936078,983.203128101967
691,Ashlee Evans-Smith,Ailin Perez,210.0,-255.0,210.0,39.2157,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,1,0,0,2.91,0.58,0.0,5.19,0.51,0,1,2,0,0,0,0,0,0,0,0,Switch,165.1,167.64,135,2,0,0,4.03,0.34,0.0,0.95,0.22,2,5,20,0,0,1,1,1,0,0,3,Orthodox,172.72,170.18,135,36,28,-1,0,-2,-3,-4,-18,0,-1,0,-7.62,-2.54,-8,-1.12,0.0,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,300.0,155.0,2100.0,500.0,1200.0,350.0,961.6589638763286,980.1608283375857
692,Alexander Volkanovski,Yair Rodriguez,,,,,2023-07-08,"Las Vegas, Nevada, USA",USA,Red,True,Featherweight,MALE,5,0,2,0,4.65,0.46,0.7,0.69,0.27,6,2,37,2,0,2,3,4,1,0,10,Orthodox,180.34,180.34,145,1,0,0,6.16,0.56,0.2,1.78,0.37,12,1,47,8,0,1,7,4,0,0,12,Orthodox,167.64,180.34,145,34,30,-1,2,-6,-2,1,-10,-6,0,1,12.7,0.0,-4,-1.51,0.5,-1.09,,1.0,0.0,,,,,,,,,,0.0,,,2.0,,,,,,,,,,1.0,,,,Red,KO/TKO,Punches,3.0,4:19,859.0,,,,,,,1214.8377083629027,1144.6619355971777
693,Brandon Moreno,Alexandre Pantoja,,,,,2023-07-08,"Las Vegas, Nevada, USA",USA,Blue,True,Flyweight,MALE,5,0,3,0,4.41,0.49,0.8,2.61,0.47,3,3,27,2,0,1,2,2,4,0,9,Orthodox,165.1,170.18,125,0,2,2,3.87,0.44,0.5,1.74,0.46,3,3,43,5,0,1,2,3,3,0,9,Orthodox,170.18,177.8,125,29,33,0,1,0,0,0,-16,-3,-1,1,-5.08,-7.62,4,0.54,0.3,0.87,,2.0,0.0,,,,,,,,,,,,0.0,9.0,,,,,,,,,,,,2.0,,Red,S-DEC,,5.0,5:00,1500.0,,,,,,,1129.1122226731325,1105.189321522561
694,Robert Whittaker,Dricus Du Plessis,,,,,2023-07-08,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,5,0,6.18,0.49,0.9,3.04,0.5,5,0,11,2,0,0,1,3,1,0,5,Switch,185.42,193.04,185,0,1,0,4.58,0.43,0.0,0.8,0.38,9,4,58,4,0,1,9,5,0,0,15,Orthodox,182.88,185.42,185,32,29,0,4,-4,-10,-4,-47,-2,-2,1,2.54,7.62,-3,1.6,0.9,2.24,,5.0,2.0,,,,,,,2.0,,,,,,15.0,,,,,,,5.0,,,,,,,Red,KO/TKO,Punches,2.0,2:23,443.0,,,,,,,1198.252927406998,1107.9060224383113
695,Jalin Turner,Dan Hooker,,,,,2023-07-08,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,1,0,5.03,0.48,0.3,0.73,0.34,4,8,45,0,0,1,2,7,2,0,12,Switch,182.88,190.5,155,1,0,0,5.6,0.48,1.1,0.79,0.55,5,3,17,0,0,0,0,4,3,0,7,Southpaw,190.5,195.58,155,28,33,-1,1,-1,5,5,28,0,3,-1,-7.62,-5.08,5,-0.57,-0.8,-0.06,,12.0,11.0,,,,,,,,,11.0,,,,,,,,,,,,,12.0,,,,,Red,S-DEC,,3.0,5:00,900.0,,,,,,,1060.3461624664756,1085.0106867856819
696,Bo Nickal,Val Woodburn,,,,,2023-07-08,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,0,0,1.6,0.35,0.0,1.92,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,187.96,170,0,3,0,1.64,0.62,7.5,7.46,0.5,3,0,3,0,0,0,0,0,3,0,3,Southpaw,185.42,193.04,185,27,29,0,-3,-3,-3,0,-3,0,0,-3,-12.7,-5.08,2,-0.04,-7.5,-5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,0:38,38.0,,,,,,,1017.8142245400376,1000.0
697,Robbie Lawler,Niko Price,,,,,2023-07-08,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,5.65,0.43,0.6,1.15,0.32,2,6,30,0,0,0,1,4,2,0,7,Orthodox,182.88,193.04,170,1,0,0,3.85,0.47,0.0,0.65,0.64,5,15,96,6,0,3,4,13,0,0,20,Southpaw,180.34,187.96,170,41,33,0,0,-3,-13,-9,-66,-6,-9,2,2.54,5.08,-8,1.8,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,0:38,38.0,,,,,,,1060.1356027441764,1022.782585457252
698,Tatsuro Taira,Edgar Chairez,,,,,2023-07-08,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,MALE,3,1,0,0,2.69,0.48,1.7,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,125,0,3,0,3.56,0.65,2.1,2.35,0.47,3,0,6,0,0,0,1,0,2,0,3,Orthodox,170.18,177.8,125,23,27,1,-3,-3,-3,1,-3,0,0,-2,0.0,2.54,4,-0.87,-0.4,-2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,1056.6207484864542,1000.0
699,Yazmin Jauregui,Denise Gomes,,,,,2023-07-08,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,4.48,0.49,0.9,0.88,0.3,1,1,8,0,0,0,1,1,0,0,2,Orthodox,157.48,160.02,115,0,2,0,6.26,0.38,0.0,0.0,0.0,2,0,5,0,0,0,1,1,0,0,2,Orthodox,160.02,162.56,115,24,23,0,-1,-1,0,1,3,0,0,0,-2.54,-2.54,-1,-1.78,0.9,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,0:20,20.0,,,,,,,1036.4696587902238,1001.8597714408832
700,Jimmy Crute,Alonzo Menifield,,,,,2023-07-08,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,MALE,3,0,2,1,3.77,0.54,0.2,0.63,0.33,4,3,21,0,0,0,1,6,1,0,8,Orthodox,182.88,193.04,205,2,0,1,3.68,0.54,2.0,4.84,0.57,3,3,13,0,0,0,0,3,2,0,5,Orthodox,187.96,187.96,205,27,35,-2,2,1,3,0,8,0,3,-1,-5.08,5.08,8,0.09,-1.8,-4.21,,,14.0,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,Red,SUB,Guillotine Choke,2.0,1:55,415.0,,,,,,,1004.1871299537997,1056.2347405563671
701,Vitor Petrino,Marcin Prachnio,-270.0,220.0,37.037,220.0,2023-07-08,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,0,1,0,5.57,0.54,0.0,0.15,0.2,2,4,14,0,0,0,2,1,0,0,3,Orthodox,190.5,187.96,205,0,2,0,2.82,0.45,0.8,3.98,0.66,2,0,5,0,0,0,1,1,0,0,2,Orthodox,187.96,195.58,205,25,34,0,-1,0,1,4,9,0,0,0,2.54,-7.62,9,2.75,-0.8,-3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,3.0,3:42,822.0,600.0,600.0,1100.0,2600.0,-130.0,420.0,1018.9868609053316,987.7337628196384
702,Cameron Saaiman,Terrence Mitchell,-620.0,460.0,16.129,460.0,2023-07-08,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,2.21,0.34,0.0,3.69,0.5,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,135,0,3,0,5.32,0.46,0.7,0.91,0.28,3,0,9,0,1,0,0,2,0,0,3,Southpaw,172.72,170.18,135,22,33,0,-3,-3,-3,0,-9,0,-2,0,5.08,17.78,11,-3.11,-0.7,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,3:10,190.0,600.0,,420.0,,-145.0,,1039.687507911369,1000.0
